unique_key,descriptor_id
69393833,Illegal Dumping|Chronic Dumping
69400259,Damaged Tree|Branch or Limb Has Fallen Down
69398064,Asbestos|Asbestos Complaint (B1)
69390106,Traffic Signal Condition|LED Pedestrian Unit
69391229,Illegal Parking|Blocked Sidewalk
69400425,Street Condition|Cave-in
69393396,Abandoned Vehicle|With License Plate
69397753,Taxi Complaint|Driver Complaint - Non Passenger
69396695,Commercial Disposal Complaint|Waste Disposal
69390931,Obstruction|Cone
69397078,Traffic Signal Condition|Base Door
69397075,Traffic Signal Condition|Support Bracket
69400461,Illegal Parking|Parking Permit Improper Use
69392971,Noise - Commercial|Loud Music/Party
69399726,Blocked Driveway|No Access
69395851,Noise - Residential|Loud Talking
69392727,Illegal Parking|Commercial Overnight Parking
69393625,Taxi Complaint|Driver Complaint - Non Passenger
69396786,Traffic Signal Condition|Veh Signal Visor
69395323,"Air Quality|Air: Odor/Fumes, Restaurant (AD2)"
69392615,Water System|Leak (Use Comments) (WA2)
69391471,Traffic Signal Condition|Pedestrian Signal
69389994,Traffic Signal Condition|Junction Box
69399722,Blocked Driveway|No Access
69396458,Street Condition|Plate Condition - Noisy
69399216,Residential Disposal Complaint|Trash or Recycling Not Secure
69392839,Building/Use|Illegal Conversion Of Residential Building/Space
69390007,Building/Use|Zoning - Non-Conforming/Illegal Vehicle Storage
69394242,General Construction/Plumbing|Building Shaking/Vibrating/Structural Stability
69397487,Elevator|Elevator - Multiple Devices On Property
69390724,Sidewalk Condition|Broken Sidewalk
69397842,Homeless Person Assistance|Non-Chronic
69393225,PLUMBING|BASIN/SINK
69400662,Obstruction|Weeds or Grass
69398337,Noise - Vehicle|Car/Truck Horn
69400004,FLOORING/STAIRS|FLOOR
69398702,PAINT/PLASTER|WALL
69394713,APPLIANCE|REFRIGERATOR
69391705,FLOORING/STAIRS|FLOOR
69400663,Obstruction|Weeds or Grass
69398157,Traffic Signal Condition|Warning Signal
69399130,Derelict Vehicles|Derelict Vehicles
69391475,Traffic Signal Condition|Support Bracket
69397799,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69399830,Noise - Residential|Banging/Pounding
69392211,Illegal Parking|Parking Permit Improper Use
69389829,Illegal Parking|Blocked Sidewalk
69399658,Illegal Parking|Double Parked Blocking Vehicle
69411501,Street Condition|Pothole
69393724,Dirty Condition|Trash
69398915,Dead/Dying Tree|Planted More Than 2 Years Ago
69393769,Illegal Parking|Blocked Crosswalk
69390798,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69390135,Panhandling|N/A
69390587,Illegal Tree Damage|Branches Damaged
69395859,Noise - Residential|Loud Talking
69391943,Abandoned Vehicle|With License Plate
69392218,Overgrown Tree/Branches|Hitting Power Lines
69390161,Noise - Residential|Banging/Pounding
69394326,Traffic Signal Condition|Post
69391500,Traffic Signal Condition|Base Door
69392820,Noise - Vehicle|Car/Truck Horn
69396340,Maintenance or Facility|Structure - Outdoors
69395656,General Construction/Plumbing|Fence - None/Inadequate
69390799,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69399958,Animal in a Park|Dog Off Leash
69394030,General Construction/Plumbing|Failure to Comply with Vacate Order
69397151,Noise - Residential|Banging/Pounding
69390503,Drug Activity|Use Outside
69400074,PLUMBING|WATER SUPPLY
69399973,DOOR/WINDOW|WINDOW FRAME
69398649,ELECTRIC|OUTLET/SWITCH
69397337,PAINT/PLASTER|WALL
69396124,Drug Activity|Use Outside
69392262,Encampment|N/A
69390816,Encampment|N/A
69390343,GENERAL|CABINET
69398071,Lead|Lead Kit Request (Residential) (L10)
69396438,Traffic Signal Condition|APS
69394709,UNSANITARY CONDITION|SEWAGE
69391730,GENERAL|VENTILATION SYSTEM
69399471,Investigations and Discipline (IAD)|Investigative Inspection
69390000,Building/Use|Illegal Conversion Of Residential Building/Space
69399947,Noise - Vehicle|Car/Truck Music
69397945,Vendor Enforcement|Food Vendor
69390056,Blocked Driveway|No Access
69395072,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69397775,Wood Pile Remaining|Remove Debris
69396594,Vendor Enforcement|Food Vendor
69399499,Illegal Parking|Blocked Hydrant
69395721,Traffic Signal Condition|Vehicle Signal
69391889,Water System|LOW WATER PRESSURE - WLWP
69390088,Traffic Signal Condition|Pedestrian Signal
69391436,Blocked Driveway|No Access
69394218,Noise - Vehicle|Car/Truck Horn
69397599,Overgrown Tree/Branches|Hitting Building
69394955,Maintenance or Facility|Unsecured Facility
69395444,Illegal Parking|Blocked Hydrant
69396434,Taxi Complaint|Driver Complaint - Non Passenger
69389747,Water System|Hydrant Running (WC3)
69395718,Traffic Signal Condition|Veh Signal Head
69393337,Water System|LOW WATER PRESSURE - WLWP
69390090,Traffic Signal Condition|Vehicle Signal
69390726,Sidewalk Condition|Broken Sidewalk
69397061,Blocked Driveway|Partial Access
69394162,Illegal Parking|Posted Parking Sign Violation
69390290,Animal in a Park|Dog Off Leash
69395005,Street Condition|Cave-in
69390089,Traffic Signal Condition|Veh Signal Head
69392621,Traffic Signal Condition|Controller Cabinet
69396044,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69395086,Encampment|N/A
69393546,Maintenance or Facility|Garbage or Litter
69395142,Missed Collection|Recycling - Metal/Glass/Rigid Plastic
69394542,GENERAL|BELL/BUZZER/INTERCOM
69397258,DOOR/WINDOW|DOOR
69392234,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69398331,Maintenance or Facility|Garbage or Litter
69394297,Blocked Driveway|Partial Access
69400138,WATER LEAK|HEAVY FLOW
69390962,Lot Condition|Trash
69394861,Illegal Tree Damage|Trunk Damaged
69398171,Illegal Parking|Blocked Hydrant
69392356,Illegal Posting|Flyer or Handbill
69393937,"Air Quality|Air: Odor/Fumes, Vehicle Idling (AD3)"
69389793,Illegal Parking|Blocked Hydrant
69398370,Noise - Vehicle|Engine Idling
69396222,Damaged Tree|Tree Alive - in Poor Condition
69392235,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69391239,Illegal Parking|Blocked Sidewalk
69400558,Missed Collection|Bulky Trash
69395577,Illegal Parking|Posted Parking Sign Violation
69393373,Illegal Parking|Blocked Bike Lane
69392507,Rodent|Rat Sighting
69398308,Illegal Parking|Posted Parking Sign Violation
69395487,Illegal Parking|Blocked Sidewalk
69390541,Abandoned Vehicle|With License Plate
69397793,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69389894,Illegal Parking|Posted Parking Sign Violation
69391048,Illegal Parking|License Plate Obscured
69400504,Encampment|N/A
69392161,Sidewalk Condition|Sidewalk Violation
69390888,Illegal Posting|Flyer or Handbill
69393017,Noise - Residential|Loud Music/Party
69390086,Traffic Signal Condition|Pedestrian Signal
69399251,Real Time Enforcement|Work Without A Permit - Occupied Multiple Dwelling
69394669,UNSANITARY CONDITION|PESTS
69393277,UNSANITARY CONDITION|PESTS
69392236,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69390949,Dead Animal|Rat or Mouse
69396875,Illegal Parking|Blocked Sidewalk
69391732,HEAT/HOT WATER|APARTMENT ONLY
69390745,Street Condition|Cave-in
69398710,PLUMBING|BASIN/SINK
69395994,PAINT/PLASTER|WALL
69394614,PLUMBING|WATER SUPPLY
69394568,PAINT/PLASTER|CEILING
69396083,WATER LEAK|SLOW LEAK
69394563,HEAT/HOT WATER|ENTIRE BUILDING
69395930,DOOR/WINDOW|WINDOW FRAME
69393256,UNSANITARY CONDITION|MOLD
69393202,PAINT/PLASTER|CEILING
69392100,Maintenance or Facility|Structure - Outdoors
69396002,PAINT/PLASTER|WINDOW/FRAME
69394706,DOOR/WINDOW|WINDOW FRAME
69391868,WATER LEAK|HEAVY FLOW
69397333,PAINT/PLASTER|WALL
69391710,FLOORING/STAIRS|FLOOR
69399098,Taxi Complaint|Driver Complaint - Non Passenger
69398513,Noise - Residential|Banging/Pounding
69389912,Illegal Parking|Posted Parking Sign Violation
69399549,Illegal Parking|Blocked Sidewalk
69392428,Dirty Condition|Trash
69393669,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69393535,Illegal Parking|Blocked Sidewalk
69390732,Sidewalk Condition|Sidewalk Violation
69399118,Overgrown Tree/Branches|Hitting Power Lines
69398916,Dead/Dying Tree|Planted More Than 2 Years Ago
69397901,Illegal Parking|Blocked Crosswalk
69393688,Encampment|N/A
69391377,Special Projects Inspection Team (SPIT)|Illegal Hotel Rooms In Residential Building
69394263,Blocked Driveway|No Access
69393789,Real Time Enforcement|Work Without A Permit - Occupied Multiple Dwelling
69390021,Graffiti|Graffiti
69394915,Food Establishment|Rodents/Insects/Garbage
69390251,Noise - Street/Sidewalk|Loud Music/Party
69394759,Elevator|Elevator - Multiple Devices On Property
69390922,Real Time Enforcement|Work Without A Permit - Occupied Multiple Dwelling
69392237,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69393380,Elevator|Elevator - Multiple Devices On Property
69396789,General Construction/Plumbing|Building Permit - None
69392547,Noise|Noise: air condition/ventilation equipment (NV1)
69400458,Illegal Parking|Parking Permit Improper Use
69399059,Sidewalk Condition|Sidewalk Violation
69391905,Illegal Parking|Blocked Bike Lane
69393637,Illegal Parking|Parking Permit Improper Use
69397206,Noise - Street/Sidewalk|Loud Music/Party
69390422,UNSANITARY CONDITION|MOLD
69397821,Homeless Person Assistance|Non-Chronic
69394027,General Construction/Plumbing|Egress - Doors Locked/Blocked/Improper/No Secondary Means
69392238,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69392412,Vendor Enforcement|Food Vendor
69394037,Illegal Parking|Blocked Hydrant
69393615,Street Condition|Defective Hardware
69396532,Dirty Condition|Trash
69398072,Lead|Lead Kit Request (Residential) (L10)
69399137,Homeless Person Assistance|Non-Chronic
69393670,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69391645,Noise - Street/Sidewalk|Loud Talking
69392779,Illegal Parking|Posted Parking Sign Violation
69408578,Street Condition|Pothole
69399061,Sidewalk Condition|Sidewalk Violation
69398018,Rodent|Rat Sighting
69399407,"Noise|Noise, Barking Dog (NR5)"
69393338,Water System|LOW WATER PRESSURE - WLWP
69397115,Panhandling|N/A
69397794,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69393488,Animal-Abuse|Other (complaint details)
69390959,Litter Basket Complaint|Overflowing
69392659,Illegal Parking|Blocked Hydrant
69390805,Encampment|N/A
69398844,Abandoned Vehicle|With License Plate
69398135,Water System|Hydrant Running Full (WA4)
69393942,Lead|Lead Kit Request (Residential) (L10)
69400102,UNSANITARY CONDITION|PESTS
69399638,Illegal Parking|Posted Parking Sign Violation
69400105,UNSANITARY CONDITION|PESTS
69397389,UNSANITARY CONDITION|MOLD
69395944,FLOORING/STAIRS|FLOOR
69390377,PAINT/PLASTER|WALL
69398463,Street Condition|Pothole
69396193,Animal-Abuse|Tortured
69391039,Consumer Complaint|Supermarket or Grocery Store
69390519,Elevator|Elevator - Multiple Devices On Property
69397750,Taxi Complaint|Driver Complaint - Non Passenger
69397507,Abandoned Vehicle|With License Plate
69395281,Rodent|Rat Sighting
69396468,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69400206,Abandoned Vehicle|With License Plate
69398423,Blocked Driveway|Partial Access
69392695,Illegal Parking|Blocked Sidewalk
69393598,Sidewalk Condition|Sidewalk Violation
69399556,Illegal Parking|Blocked Sidewalk
69396782,Water System|Leak (Use Comments) (WA2)
69397936,Obstruction|Cone
69398904,Damaged Tree|Tree Leaning/Uprooted
69395070,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69397376,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69392073,Illegal Parking|Blocked Hydrant
69394177,Illegal Parking|Posted Parking Sign Violation
69396249,Overgrown Tree/Branches|Blocking Street
69400059,PLUMBING|BASIN/SINK
69398742,UNSANITARY CONDITION|MOLD
69396800,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69396015,PLUMBING|BATHTUB/SHOWER
69395958,GENERAL|CABINET
69391786,PLUMBING|TOILET
69400168,ELEVATOR|MAINTENANCE
69398812,Street Condition|Pothole
69391681,DOOR/WINDOW|DOOR
69394634,UNSANITARY CONDITION|MOLD
69393062,Noise - Street/Sidewalk|Loud Music/Party
69395304,Illegal Parking|License Plate Obscured
69392013,Overgrown Tree/Branches|Hitting Building
69389754,Water System|Hydrant Running Full (WA4)
69395333,Lead|Lead Kit Request (Residential) (L10)
69393980,Sewer|Manhole Cover Missing (Emergency) (SA3)
69400543,Illegal Dumping|Removal Request
69391264,Illegal Parking|Double Parked Blocking Traffic
69399252,Commercial Disposal Complaint|Waste Left in Front of Residence
69395071,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69390194,Noise - Residential|Banging/Pounding
69398577,Noise - Street/Sidewalk|Loud Music/Party
69398245,Illegal Parking|Blocked Sidewalk
69400494,Encampment|N/A
69392194,Taxi Complaint|Driver Complaint - Non Passenger
69399773,Street Condition|Pothole
69396214,Damaged Tree|Branch Cracked and Will Fall
69390580,Damaged Tree|Tree Alive - in Poor Condition
69394372,Noise - Residential|Banging/Pounding
69394775,Abandoned Vehicle|With License Plate
69397583,Indoor Air Quality|Ventilation
69396801,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69399699,Plumbing|Failure To Retain Water/Improper Drainage- (LL103/89)
69393791,Real Time Enforcement|Work Without A Permit - Occupied Multiple Dwelling
69393553,Maintenance or Facility|Hours of Operation
69400478,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69394516,ELECTRIC|NO LIGHTING
69398743,UNSANITARY CONDITION|MOLD
69393302,UNSANITARY CONDITION|PESTS
69393195,OUTSIDE BUILDING|ROOFING
69397288,ELEVATOR|MAINTENANCE
69397377,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69393557,Maintenance or Facility|Structure - Outdoors
69392651,Illegal Parking|Blocked Hydrant
69398267,Illegal Parking|Double Parked Blocking Traffic
69407106,Street Condition|Pothole
69391729,GENERAL|VENTILATION SYSTEM
69394658,UNSANITARY CONDITION|PESTS
69394008,Water System|Hydrant Running Full (WA4)
69397350,PLUMBING|BASIN/SINK
69397360,PLUMBING|TOILET
69397673,Maintenance or Facility|Rodent Sighting
69397051,Blocked Driveway|Partial Access
69396602,Vendor Enforcement|Non-Food Vendor
69392827,Noise - Vehicle|Car/Truck Horn
69397522,Animal-Abuse|Neglected
69390793,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69392355,Dirty Condition|Broken Glass
69399744,Blocked Driveway|Partial Access
69390529,Abandoned Vehicle|With License Plate
69389743,Water System|Hydrant Running (WC3)
69395629,Noise|Noise: Construction Equipment (NC1)
69398119,Sewer|Sewer Backup (Use Comments) (SA)
69395401,Water System|Leak (Use Comments) (WA2)
69399237,Illegal Parking|Blocked Crosswalk
69400417,Sidewalk Condition|Sidewalk Violation
69397587,Overgrown Tree/Branches|Blocking Street
69392060,Food Establishment|Food Spoiled
69393714,Homeless Person Assistance|Non-Chronic
69399099,Taxi Complaint|Driver Complaint - Non Passenger
69395021,Street Condition|Failed Street Repair
69399014,Maintenance or Facility|Structure - Outdoors
69393759,Missed Collection|Recycling - Paper/Metal/Glass/Rigid Plastic
69399459,Violation of Park Rules|Unsafe Use of Playground
69400300,Overgrown Tree/Branches|Hitting Building
69397565,Dead/Dying Tree|Planted Less Than 2 Years Ago
69394523,ELECTRIC|POWER OUTAGE
69395431,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69395026,Taxi Complaint|Driver Complaint - Non Passenger
69394872,Overgrown Tree/Branches|Blocking Street
69395054,Overgrown Tree/Branches|Hitting Power Lines
69398933,Overgrown Tree/Branches|Hitting Building
69395486,Illegal Parking|Blocked Sidewalk
69389703,Lead|Lead Kit Request (Residential) (L10)
69396770,Water System|Hydrant Running (WC3)
69398720,PLUMBING|BATHTUB/SHOWER
69398342,Noise - Vehicle|Car/Truck Horn
69391703,FLOORING/STAIRS|FLOOR
69391862,UNSANITARY CONDITION|PESTS
69393197,PAINT/PLASTER|CEILING
69394659,UNSANITARY CONDITION|PESTS
69396037,UNSANITARY CONDITION|GARBAGE/RECYCLING STORAGE
69397354,PLUMBING|BATHTUB/SHOWER
69397357,PLUMBING|BATHTUB/SHOWER
69397370,SAFETY|SMOKE DETECTOR
69397434,WATER LEAK|HEAVY FLOW
69399969,DOOR/WINDOW|DOOR
69391754,PAINT/PLASTER|CEILING
69399086,Street Condition|Failed Street Repair
69400479,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69399388,Noise|Noise: Construction Before/After Hours (NM1)
69398167,Illegal Parking|Blocked Hydrant
69397056,Blocked Driveway|Partial Access
69396515,Homeless Person Assistance|Non-Chronic
69393800,Dead Animal|Other
69400345,Food Establishment|Food Temperature
69390547,Abandoned Vehicle|With License Plate
69393586,Sidewalk Condition|Broken Sidewalk
69390094,Street Condition|Pothole
69393622,Taxi Complaint|Driver Complaint - Non Passenger
69391111,Water System|Hydrant Running (WC3)
69398061,"Air Quality|Air: Odor/Fumes, Vehicle Idling (AD3)"
69390835,Homeless Person Assistance|Non-Chronic
69396254,Overgrown Tree/Branches|Blocking Street
69396802,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69392169,Street Condition|Blocked - Construction
69391822,UNSANITARY CONDITION|MOLD
69393316,WATER LEAK|SLOW LEAK
69394660,UNSANITARY CONDITION|PESTS
69396077,UNSANITARY CONDITION|PESTS
69393183,HEAT/HOT WATER|APARTMENT ONLY
69397158,Noise - Residential|Banging/Pounding
69395594,Illegal Parking|Posted Parking Sign Violation
69395326,Noise|Noise: Construction Before/After Hours (NM1)
69397315,HEAT/HOT WATER|ENTIRE BUILDING
69393210,PAINT/PLASTER|WALL
69391676,DOOR/WINDOW|DOOR
69393343,APPLIANCE|REFRIGERATOR
69395027,Taxi Complaint|Driver Complaint - Non Passenger
69390066,Blocked Driveway|Partial Access
69397462,Street Condition|Pothole
69392064,Food Establishment|Rodents/Insects/Garbage
69396409,Street Condition|Cave-in
69399136,Homeless Person Assistance|Non-Chronic
69399829,Noise - Residential|Banging/Pounding
69389775,Traffic|Truck Route Violation
69392239,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69392062,Food Establishment|Kitchen/Food Prep Area
69391024,Rodent|Rat Sighting
69392098,Maintenance or Facility|Structure - Outdoors
69399719,Blocked Driveway|No Access
69399609,Illegal Parking|Posted Parking Sign Violation
69400635,Vendor Enforcement|Non-Food Vendor
69392014,Overgrown Tree/Branches|Hitting Building
69399550,Illegal Parking|Blocked Sidewalk
69397960,Obstruction|Weeds or Grass
69392665,Illegal Parking|Blocked Hydrant
69398362,Building/Use|Illegal. Commercial Use In Resident Zone
69396562,Illegal Parking|Blocked Crosswalk
69392195,Taxi Complaint|Driver Complaint - Non Passenger
69398388,Blocked Driveway|No Access
69397013,Special Projects Inspection Team (SPIT)|Sign/Awning/Marquee - Illegal/No Permit
69399677,Building/Use|Zoning - Non-Conforming/Illegal Vehicle Storage
69389780,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69393792,Real Time Enforcement|Work Without A Permit - Occupied Multiple Dwelling
69396692,Bench|Damaged/Bent/Loose/Leaning
69392190,Street Sign - Damaged|Stop
69397838,Homeless Person Assistance|Non-Chronic
69397475,Illegal Parking|Blocked Bike Lane
69399173,Abandoned Bike|Chained to Public Property
69399972,DOOR/WINDOW|WINDOW FRAME
69391065,Noise|Noise: Construction Before/After Hours (NM1)
69398141,Water System|Leak (Use Comments) (WA2)
69389725,Sewer|Catch Basin Clogged/Flooding (Use Comments) (SC)
69397515,Abandoned Vehicle|With License Plate
69394616,PLUMBING|WATER SUPPLY
69397421,UNSANITARY CONDITION|PESTS
69394661,UNSANITARY CONDITION|PESTS
69396306,Food Establishment|Letter Grading
69393671,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69396410,Street Condition|Cave-in
69399060,Sidewalk Condition|Sidewalk Violation
69396213,Damaged Tree|Branch Cracked and Will Fall
69398025,Rodent|Rat Sighting
69391997,Dead/Dying Tree|Planted More Than 2 Years Ago
69397940,Vendor Enforcement|Non-Food Vendor
69395334,Lead|Lead Kit Request (Residential) (L10)
69394320,Street Condition|Pothole
69398415,Blocked Driveway|No Access
69400447,Taxi Complaint|Driver Complaint - Non Passenger
69395196,Vendor Enforcement|Non-Food Vendor
69399112,Street Condition|Plate Condition - Noisy
69390876,Missed Collection|Recycling - Paper/Metal/Glass/Rigid Plastic
69392182,Street Condition|Cave-in
69398278,Illegal Parking|Posted Parking Sign Violation
69390678,Maintenance or Facility|Structure - Outdoors
69389897,Illegal Parking|Posted Parking Sign Violation
69400418,Sidewalk Condition|Sidewalk Violation
69396803,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69397873,Illegal Dumping|Removal Request
69392240,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69390095,Street Condition|Pothole
69391952,Animal-Abuse|Other (complaint details)
69400183,Drug Activity|Use Outside
69390322,ELECTRIC|OUTLET/SWITCH
69391871,WATER LEAK|HEAVY FLOW
69389755,Water System|Leak (Use Comments) (WA2)
69393436,Damaged Tree|Branch Cracked and Will Fall
69397571,Dead/Dying Tree|Planted More Than 2 Years Ago
69393344,APPLIANCE|REFRIGERATOR
69391863,UNSANITARY CONDITION|PESTS
69396620,Illegal Posting|Poster or Sign
69390759,Taxi Complaint|Driver Complaint - Non Passenger
69399200,Illegal Dumping|Removal Request
69398602,Noise - Vehicle|Car/Truck Music
69390874,Missed Collection|Bulky Trash
69390778,Derelict Vehicles|Derelict Vehicles
69399531,Illegal Parking|Blocked Sidewalk
69393672,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69397728,Street Condition|Cave-in
69394827,Damaged Tree|Branch Cracked and Will Fall
69391304,Illegal Parking|Posted Parking Sign Violation
69401120,Street Condition|Pothole
69397942,Vendor Enforcement|Non-Food Vendor
69398162,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69397723,Sidewalk Condition|Sidewalk Violation
69397800,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69395539,Illegal Parking|Double Parked Blocking Traffic
69395181,Dirty Condition|Trash
69398427,Blocked Driveway|Partial Access
69396260,Root/Sewer/Sidewalk Condition|Trees and Sidewalks Program
69397256,DOOR/WINDOW|DOOR
69393145,ELECTRIC|WIRING
69397438,WATER LEAK|SLOW LEAK
69393295,UNSANITARY CONDITION|PESTS
69391833,UNSANITARY CONDITION|PESTS
69391802,SAFETY|SMOKE DETECTOR
69399135,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69397887,Missed Collection|Trash
69392652,Illegal Parking|Blocked Hydrant
69397668,Maintenance or Facility|Garbage or Litter
69399746,Blocked Driveway|Partial Access
69397870,Illegal Dumping|Removal Request
69396585,Dirty Condition|Debris from Car Accident
69390760,Taxi Complaint|Driver Complaint - Non Passenger
69396931,Illegal Parking|Posted Parking Sign Violation
69393081,Noise - Street/Sidewalk|Loud Music/Party
69393818,Vendor Enforcement|Food Vendor
69392899,Blocked Driveway|Partial Access
69391459,Blocked Driveway|Partial Access
69391549,Noise - Residential|Banging/Pounding
69391625,Noise - Street/Sidewalk|Loud Music/Party
69395030,Taxi Complaint|Driver Complaint - Non Passenger
69399256,Street Sweeping Complaint|Inadequate Sweeping
69394196,Illegal Parking|Double Parked Blocking Vehicle
69394108,Illegal Parking|Blocked Sidewalk
69396717,Lead|Lead Kit Request (Residential) (L10)
69396838,Illegal Parking|Blocked Hydrant
69395671,Blocked Driveway|No Access
69394003,Water System|Hydrant Running Full (WA4)
69411504,Street Condition|Pothole
69392921,Street Condition|Pothole
69390967,Sanitation Worker or Vehicle Complaint|Spilled Garbage
69390363,HEAT/HOT WATER|ENTIRE BUILDING
69391532,Noise - Residential|Banging/Pounding
69392922,Street Condition|Pothole
69396013,PLUMBING|BATHTUB/SHOWER
69397754,Taxi Complaint|Driver Complaint - Non Passenger
69397458,APPLIANCE|REFRIGERATOR
69398970,Food Establishment|Rodents/Insects/Garbage
69396406,Street Condition|Blocked - Construction
69393401,Abandoned Vehicle|With License Plate
69391297,Illegal Parking|Posted Parking Sign Violation
69392106,Noise - Helicopter|Other
69396563,Illegal Parking|Blocked Crosswalk
69391301,Illegal Parking|Posted Parking Sign Violation
69400286,Illegal Tree Damage|Trunk Damaged
69398177,Illegal Parking|Blocked Hydrant
69396236,Maintenance or Facility|Grass/Weeds
69400484,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69395445,Illegal Parking|Blocked Hydrant
69395408,Water Conservation|Illegal Use Of A Hydrant (CIN)
69399087,Street Condition|Failed Street Repair
69396533,Illegal Dumping|Removal Request
69391147,General Construction/Plumbing|Curb Cut/Driveway/Carport - Illegal
69394166,Illegal Parking|Posted Parking Sign Violation
69392241,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69391569,Noise - Residential|Loud Music/Party
69392914,Traffic Signal Condition|Veh Signal Lamp
69394572,PAINT/PLASTER|CEILING
69391759,PAINT/PLASTER|CEILING
69390426,UNSANITARY CONDITION|MOLD
69398209,Illegal Parking|Blocked Hydrant
69400299,Overgrown Tree/Branches|Hitting Building
69396469,For Hire Vehicle Complaint|Driver Complaint - Non Passenger
69395099,Maintenance or Facility|Recreation Center
69396408,Street Condition|Blocked - Construction
69400410,Sidewalk Condition|Blocked - Construction
69390255,Noise - Street/Sidewalk|Loud Music/Party
69391294,Illegal Parking|Posted Parking Sign Violation
69407107,Street Condition|Pothole
69395680,Blocked Driveway|No Access
69400704,Consumer Complaint|Third-Party Food Delivery Service
69394728,Street Condition|Pothole
69396514,Homeless Person Assistance|Chronic
69392363,Illegal Parking|Blocked Crosswalk
69393692,Encampment|N/A
69411505,Street Condition|Pothole
69395317,Noise|Noise: Manufacturing Noise (NK1)
69397776,Overgrown Tree/Branches|Hitting Power Lines
69398260,Illegal Parking|Double Parked Blocking Traffic
69398238,Illegal Parking|Blocked Sidewalk
69398503,Noise - Residential|Banging/Pounding
69398938,Root/Sewer/Sidewalk Condition|Trees and Sidewalks Program
69400022,GENERAL|MAILBOX
69392712,Illegal Parking|Blocked Sidewalk
69390623,Lost Property|Bag/Wallet
69394711,Noise|Noise: Jack Hammering (NC2)
69405664,Street Condition|Pothole
69391521,Noise - Commercial|Loud Music/Party
69391743,HEAT/HOT WATER|ENTIRE BUILDING
69393067,Noise - Street/Sidewalk|Loud Music/Party
69398644,ELECTRIC|NO LIGHTING
69392740,Illegal Parking|Double Parked Blocking Traffic
69395675,Blocked Driveway|No Access
69393369,Drug Activity|Use Outside
69392220,Overgrown Tree/Branches|Hitting Phone/Cable Lines
69410025,Street Condition|Pothole
69398478,Street Light Condition|Street Light Out
69396718,Lead|Lead Kit Request (Residential) (L10)
69393943,Lead|Lead Kit Request (Residential) (L10)
69396948,Illegal Parking|Posted Parking Sign Violation
69393596,Sidewalk Condition|Sidewalk Violation
69394780,Abandoned Vehicle|With License Plate
69390064,Blocked Driveway|No Access
69393814,Vendor Enforcement|Food Vendor
69395164,Missed Collection|Compost
69397213,Noise - Street/Sidewalk|Loud Music/Party
69400365,Illegal Parking|Posted Parking Sign Violation
69399440,Water System|Hydrant Running (WC3)
69392550,Noise|Noise: Alarms (NR3)
69392696,Illegal Parking|Blocked Sidewalk
69396119,Street Condition|Pothole
69398929,Overgrown Tree/Branches|Blocking Street
69396449,Illegal Parking|Parking Permit Improper Use
69400204,Elevator|Elevator - Single Device On Property/No Alternate Service
69390744,Street Condition|Cave-in
69391369,Noise|Noise: Construction Equipment (NC1)
69400169,APPLIANCE|REFRIGERATOR
69394513,ELECTRIC|LIGHTING
69393763,Residential Disposal Complaint|Trash or Recycling Not Secure
69394204,Noise - Vehicle|Car/Truck Horn
69399116,Overgrown Tree/Branches|Hitting Phone/Cable Lines
